		India	Iran	Nigeria	Kenya	Congo	Zimbabwe	Sri Lanka	Uganda	Afghanistan	Guinea
boy	511	16779	179	1410	414	278	285	366	247	38	0
boycott	512	2025	135	151	54	43	22	41	40	8	0
brace	513	1471	160	130	52	26	25	13	27	1	0
brain	514	9505	243	362	71	38	37	89	54	3	0
bran	515	732	0	1	0	0	1	0	1	0	0
branch	516	21367	382	720	307	175	61	640	81	32	0
brand	517	59190	222	1580	334	155	268	1574	179	4	0
brave	518	2215	50	69	38	46	30	53	16	4	0
bread	519	2344	30	181	36	42	80	52	40	20	0
break	520	34733	1302	2297	708	444	304	530	395	59	0
breast	521	4745	33	286	56	24	58	30	48	2	0
breath	522	1857	37	140	36	14	19	30	27	3	0
breathe	523	2397	39	113	48	12	25	29	26	1	0
bridge	524	16984	207	1046	158	153	87	226	110	33	0
brief	525	11464	184	932	96	218	57	170	73	54	0
briefing	526	2643	186	539	88	117	37	269	34	7	0
brigade	527	2206	59	104	8	22	13	42	16	11	0
brilliant	528	2736	49	1103	53	26	34	66	21	3	0
bring	529	93633	2694	6695	1071	1259	809	2593	730	210	0
british	530	6416	961	481	185	89	86	270	72	20	0
broad	531	12215	225	387	83	113	73	238	41	14	0
broadcast	532	6926	95	405	47	80	22	45	24	10	0
broken	533	1387	16	99	35	14	26	17	27	0	0
brown	534	1884	31	64	21	8	12	154	29	0	0
brutal	535	1363	192	119	45	42	28	52	34	12	0
bubble	536	2334	35	58	9	9	25	41	7	0	0
bud	537	1849	6	149	20	18	16	62	11	0	0
buffer	538	5095	27	52	15	15	9	40	15	0	0
build	539	68113	1533	3839	825	933	402	1465	601	145	0
builder	540	5001	23	96	18	21	7	29	17	3	0
building	541	53180	1027	2602	422	426	155	968	316	132	0
bull	542	2443	38	80	26	8	9	52	32	0	0
bullet	543	3879	101	232	94	63	22	40	85	16	0
burden	544	9777	80	595	150	106	69	153	87	7	0
bureaucracy	545	978	18	71	13	19	9	46	9	1	0
burger	546	815	5	2	6	0	0	6	7	0	0
bus	547	28771	314	1062	227	114	233	600	122	35	0
business	548	225260	2934	10383	2025	1418	1489	6477	1277	77	4
but	549	332436	8787	28734	7977	5905	4466	6950	5581	1230	1
button	550	5447	10	45	51	5	10	37	14	0	0
buyer	551	13423	247	239	125	73	79	194	66	10	0
by	552	2075423	49111	85240	15651	13859	8376	57126	8579	3363	10
bye	553	634	0	157	9	4	4	3	1	0	0
bypass	554	3034	97	60	43	16	4	15	26	5	0
ca	555	1876	14	10	5	5	0	18	0	0	0
caa	556	2015	1	2	0	0	0	18	10	0	0
cab	557	3615	3	41	12	13	27	27	3	0	0
cabin	558	3180	15	61	11	8	1	19	16	0	0
cabinet	559	9782	413	454	222	151	67	314	92	28	2
cake	560	3897	48	112	26	16	19	157	50	1	0
calcium	561	2695	30	27	14	3	2	8	17	0	0
calendar	562	5423	495	129	68	44	44	97	30	3	0
calf	563	822	5	7	28	2	2	134	9	1	0
call	564	148573	5222	12231	1909	2244	1119	1995	1307	445	2
caller	565	2042	4	35	9	8	1	11	3	0	0
calling	566	1059	18	109	11	10	9	15	11	0	0
calm	567	2913	130	497	82	63	24	40	92	16	0
cam	568	1623	1	13	0	0	0	2	1	1	0
camp	569	13696	574	1524	452	369	186	227	204	30	0
campaign	570	33105	1586	3260	811	825	328	638	519	110	1
campus	571	11167	70	325	87	92	15	86	31	6	0
can	572	385600	7739	23127	4380	4110	3114	6128	3932	324	1
cancel	573	9416	253	362	160	60	60	120	67	18	2
cancer	574	26344	477	672	286	250	116	271	471	18	0
candid	575	682	3	39	8	4	5	3	5	0	0
cane	576	1087	6	31	60	20	25	11	49	0	0
cannabis	577	2415	7	74	2	11	9	58	18	1	0
canvas	578	1178	13	29	16	5	5	20	8	2	0
cap	579	132715	7090	3328	971	81	229	5286	72	3	0
capacity	580	44932	1619	3633	469	703	358	1361	301	99	2
capital	581	404720	21134	10840	2697	764	331	18321	293	332	1
captain	582	10526	64	572	195	127	106	461	96	21	0
car	583	44363	1363	1642	650	271	241	523	833	136	1
carbon	584	16813	316	192	36	55	29	223	32	0	0
card	585	32297	257	1252	389	170	131	620	138	51	0
care	586	63903	485	2577	461	537	279	1105	430	43	1
career	587	19764	120	1220	370	168	274	826	217	17	0
careful	588	2579	55	311	55	54	32	64	42	1	0
carefully	589	3069	69	242	52	39	29	101	47	6	0
carer	590	900	2	8	1	1	0	13	0	0	0
carmaker	591	618	50	11	3	1	0	0	0	0	0
cart	592	2000	11	182	17	10	12	31	14	1	0
carve	593	1605	34	78	16	14	11	38	16	0	0
case	594	205443	2358	8462	2068	1638	1170	2266	1783	355	9
cash	595	209205	3077	9136	843	358	397	21076	203	26	0
casino	596	986	12	37	11	2	12	105	1	0	0
casual	597	2695	7	73	30	14	16	50	35	0	0
cat	598	3216	15	72	24	13	18	42	32	0	0
catalyst	599	5455	48	113	9	13	4	38	3	1	0
catastrophic	600	655	52	39	15	21	10	16	9	2	0
category	601	65392	295	1230	216	195	97	1525	74	8	0
cater	602	6692	11	323	70	51	70	244	77	2	0
cause	603	54630	1759	3902	770	820	521	1100	777	153	0
caution	604	3971	114	668	94	112	47	74	98	4	1
cavity	605	9411	12	13	4	0	0	4	0	0	0
celebrate	606	17865	284	1437	203	254	162	472	118	22	0
celebration	607	9228	98	944	132	177	72	245	116	11	0
celebrity	608	5717	21	274	31	26	19	31	19	0	0
cell	609	45588	636	501	183	133	50	142	133	8	0
census	610	2036	11	138	35	29	6	13	15	9	0
cent	611	92206	234	6230	1891	1047	112	587	1442	34	0
central	612	43758	1148	1141	308	423	270	926	268	153	0
centric	613	2906	3	39	5	6	3	55	3	0	0
century	614	12927	530	482	113	103	50	541	71	13	0
ceo	615	26255	267	679	178	126	90	741	36	76	0
ceos	616	866	9	43	3	5	5	17	1	0	0
ceremony	617	9624	1101	1089	168	304	161	656	120	136	0
certainly	618	6102	245	497	110	122	87	235	63	8	0
certificate	619	39620	70	1011	205	172	94	291	119	10	0
chain	620	24187	201	723	194	126	101	551	79	6	0
chair	621	13252	196	755	220	171	127	293	178	47	0
challenge	622	48838	807	7143	1076	1514	949	1459	858	132	1
challenging	623	4401	42	233	43	40	25	125	29	8	0
champion	624	6884	174	1089	621	264	217	281	166	9	0
chance	625	16526	415	1104	513	276	282	295	295	29	0
chancellor	626	2473	124	476	49	26	20	44	39	3	0
change	627	654302	28879	20651	4840	1532	908	32116	870	174	5
changer	628	1463	12	77	15	8	29	13	6	3	0
chapter	629	6783	95	884	57	90	87	180	26	15	0
character	630	16912	77	796	107	105	87	189	60	5	0
charge	631	65119	957	5651	1339	1015	643	1222	850	120	2
charity	632	2972	125	229	58	70	54	68	23	18	0
charter	633	5004	93	277	61	85	26	194	18	6	0
chase	634	4620	37	360	105	65	60	99	74	24	0
check	635	33203	217	1430	326	197	132	317	237	76	0
chef	636	2368	65	26	12	14	5	91	9	0	0
cherry	637	772	10	10	4	4	1	2	8	0	0
child	638	74991	1898	7290	1600	2101	888	1746	1786	322	0
chill	639	1107	7	18	12	3	5	6	7	1	0
chinese	640	22326	945	657	298	211	93	608	126	48	0
choice	641	16424	276	1443	263	246	164	336	168	14	0
choose	642	23076	326	1403	347	216	247	403	293	18	0
chunk	643	1931	14	81	20	15	11	11	25	0	0
church	644	3004	110	1692	316	227	256	120	317	0	0
circulation	645	3994	27	139	29	36	11	22	21	0	0
citizen	646	22868	851	3493	342	752	380	758	336	88	0
city	647	108220	4239	2116	954	665	550	875	661	503	0
civil	648	23694	390	2502	319	539	192	555	252	159	1
clarification	649	9439	26	192	19	23	4	46	3	4	0
clarity	650	3909	31	93	13	32	23	45	14	2	0
class	651	57047	453	1923	466	302	160	885	298	28	0
classic	652	4420	41	119	41	19	26	156	26	1	0
clause	653	7501	50	169	55	30	62	96	46	10	0
clay	654	1589	159	34	11	3	7	31	31	1	0
clean	655	27344	153	899	216	255	149	248	242	34	0
cleanse	656	618	31	48	8	7	6	13	3	0	0
clear	657	37967	1110	2751	724	645	446	688	444	207	0
clearance	658	6128	51	307	86	55	52	54	64	9	0
clearly	659	10604	242	803	162	198	130	282	126	20	0
clerk	660	1289	7	109	55	14	44	8	46	0	0
click	661	71201	505	1056	210	11	6	2345	8	67	0
client	662	30376	131	954	253	164	177	515	241	1	0
climate	663	16656	437	818	223	538	256	412	121	8	1
climb	664	24417	2566	529	171	49	16	936	29	3	0
clinic	665	5116	78	347	86	151	113	46	61	44	0
clinical	666	28360	141	211	103	34	14	132	38	2	0
clinically	667	1278	7	10	3	0	2	7	3	0	0
clip	668	5066	24	174	28	13	9	35	21	8	0
close	669	363849	20402	11253	2616	727	499	16817	589	195	2
closed	670	16957	121	346	62	57	43	80	59	13	0
closely	671	8816	199	374	96	96	59	236	43	25	0
closure	672	16871	173	621	114	83	67	89	109	33	1
clothe	673	5833	54	256	107	84	81	93	113	17	0
cloud	674	16604	76	114	67	45	30	176	21	10	0
club	675	11827	243	1994	790	395	745	400	301	9	0
cluster	676	6455	75	174	50	45	18	230	13	1	0
cn	677	14737	249	94	7	0	0	27	0	0	0
co	678	30987	1067	1213	649	198	135	598	118	13	0
coach	679	15769	230	1111	701	369	743	489	315	23	0
coast	680	4106	245	131	231	39	7	128	11	1	1
coat	681	5430	23	27	22	14	7	31	18	0	0
coffee	682	7387	123	31	340	38	30	97	284	0	0
coherent	683	845	16	30	8	10	5	19	6	1	0
cohesion	684	637	20	102	23	33	12	16	9	3	0
cold	685	11435	213	306	133	52	48	249	90	24	0
collapse	686	5533	371	859	237	164	92	159	117	26	0
colleague	687	8547	211	963	215	209	95	116	201	43	0
collect	688	23965	255	1270	267	263	188	285	231	25	0
collective	689	4251	139	624	80	136	102	212	55	11	0
collectively	690	2791	30	226	18	48	25	59	17	2	0
college	691	27524	106	553	128	112	68	266	75	3	0
collision	692	2438	57	58	25	12	16	29	9	5	0
com	693	1937	4	70	6	4	5	24	0	0	0
come	694	46974	1410	4587	963	840	627	890	575	99	1
comment	695	30784	2099	1141	224	45	41	1561	5	3	0
commission	696	4119	48	339	54	70	35	216	15	5	0
committee	697	2888	56	282	20	62	11	165	16	9	0
commodity	698	9083	117	173	64	5	4	147	2	0	0
community	699	3463	9	280	30	51	20	36	21	1	0
company	700	227215	5447	3933	838	75	48	6488	63	4	0
compare	701	222600	8254	4228	772	11	7	10018	15	1	0
competition	702	1816	27	65	17	16	3	38	2	1	0
completion	703	1902	7	16	3	3	1	6	1	0	0
complex	704	3125	98	63	9	10	15	25	6	0	0
composite	705	2575	3	6	1	1	0	4	0	0	0
compound	706	73764	5822	1370	570	5	0	3373	14	0	0
computer	707	6106	33	43	2	3	2	24	8	0	0
con	708	1463	9	137	28	15	3	8	33	0	0
concern	709	42196	1334	2894	569	758	418	813	347	196	3
concerned	710	8932	196	641	101	135	74	125	76	38	0
concert	711	2801	90	309	63	68	63	120	35	2	0
concrete	712	9906	221	226	56	61	20	116	71	11	0
condition	713	81317	1649	2941	573	540	403	2086	394	169	1
conditional	714	1301	31	72	14	9	6	9	1	0	0
conference	715	36109	1623	2060	376	531	184	682	191	198	0
confidence	716	13346	257	1539	254	282	176	592	103	27	0
confident	717	7798	109	404	84	110	84	178	36	14	0
confirm	718	24723	981	3308	526	531	380	478	393	266	0
conflict	719	8935	1151	1160	380	480	90	443	214	224	0
congestion	720	2808	10	138	55	18	23	94	27	0	0
congratulation	721	1301	55	94	20	29	16	25	5	1	0
congregation	722	910	13	85	8	17	4	29	29	1	0
connect	723	74416	536	679	169	150	88	409	153	47	0
connected	724	5353	6	61	10	21	12	48	3	0	0
conscience	725	699	38	241	22	27	17	50	16	1	0
conscious	726	2393	13	302	21	42	14	72	14	1	0
consecutive	727	68289	3566	1343	345	61	24	3245	25	10	0
consent	728	6957	46	191	51	51	34	82	50	5	0
conservation	729	6896	53	64	80	104	70	134	40	0	0
conservative	730	2252	223	136	69	20	8	32	30	12	0
consider	731	97706	1477	2932	608	606	440	1753	403	109	0
considerable	732	3003	179	156	29	33	22	146	22	11	0
consideration	733	11572	128	755	85	128	77	230	76	9	0
conspiracy	734	4744	132	411	43	42	4	45	16	13	0
constable	735	4449	1	34	7	7	7	63	25	0	0
constant	736	7159	92	333	61	39	26	119	48	6	0
constantly	737	4393	84	279	45	59	35	100	26	6	0
construction	738	82989	2571	1503	682	468	197	1134	349	174	2
constructive	739	1336	201	102	10	35	8	49	9	18	0
consult	740	6061	79	339	110	106	58	121	105	20	0
consumable	741	5921	4	77	4	8	6	153	3	0	0
consumer	742	63889	850	1784	306	240	163	2279	154	5	0
contact	743	155180	6687	2660	524	246	178	2114	230	50	0
container	744	20616	238	371	121	77	20	234	43	8	1
contamination	745	1647	25	55	16	9	16	13	3	0	0
content	746	47357	194	1181	167	162	109	316	185	15	2
contentious	747	936	31	108	25	22	10	10	12	2	0
context	748	9994	157	341	60	134	67	317	42	10	0
continent	749	2322	109	1103	223	548	219	75	157	2	0
contingent	750	2060	36	90	21	34	9	49	24	6	0
continue	751	126951	5815	8668	1400	1699	1009	3269	781	364	0
continuous	752	8997	77	514	32	108	40	189	47	3	0
contract	753	496186	978	2352	592	505	373	686	331	192	7
contractor	754	104265	155	873	199	136	57	70	107	10	0
contrary	755	3043	111	781	93	133	40	95	87	7	0
contribute	756	20969	424	1779	241	540	279	742	206	70	0
control	757	126069	2238	2762	674	551	395	1767	336	184	0
controlling	758	2620	5	144	10	3	2	301	0	0	0
convenience	759	4801	9	109	25	13	28	318	19	0	0
conversation	760	9392	248	392	149	89	59	159	94	16	0
converter	761	4579	2	4	4	0	1	0	1	0	0
conviction	762	3330	32	426	58	81	40	76	64	3	0
cool	763	15784	85	115	73	28	31	72	52	1	0
cop	764	12478	19	59	9	30	30	25	7	0	0
core	765	39475	1056	706	220	99	61	261	76	12	0
corporate	766	117765	3496	2844	601	167	210	5344	90	0	0
corporation	767	26452	264	699	84	90	17	203	34	0	1
correct	768	9082	124	554	71	107	76	184	62	6	0
correction	769	5923	10	76	7	9	7	29	7	1	0
corroborate	770	528	10	113	11	18	2	1	8	0	0
cost	771	144337	1035	4935	1261	803	514	4957	870	100	2
could	772	111945	3377	8630	2243	1807	1303	2680	1429	325	1
council	773	10737	313	2171	161	321	388	333	219	175	0
count	774	13546	323	1554	231	210	87	543	132	14	0
country	775	339595	23788	26242	4582	6859	3823	11355	2770	1705	1
coup	776	759	428	272	63	90	65	42	36	9	0
course	777	35092	679	2511	603	471	297	762	384	28	0
court	778	90164	896	9629	1769	1581	773	1190	1275	79	3
courtroom	779	617	7	57	17	14	1	7	13	0	0
covenant	780	644	5	56	4	9	7	21	1	1	0
cover	781	80324	733	2125	447	379	239	2800	297	27	0
covid	782	5760	53	179	1	0	10	152	2	0	0
cow	783	5626	42	469	112	48	45	56	89	0	0
cr	784	9505	1	12	3	2	3	12	0	0	0
cracker	785	1907	10	12	3	3	1	24	3	0	0
cradle	786	639	20	25	3	6	4	8	3	2	0
craft	787	4579	70	139	49	33	48	146	40	1	0
crazy	788	1654	28	85	35	14	20	11	14	0	0
cream	789	4520	65	62	31	13	14	137	35	2	0
create	790	93105	2787	5247	909	1051	592	2580	585	151	2
creation	791	10686	263	1094	103	205	96	226	122	25	0
credible	792	1758	81	770	102	109	27	46	34	23	0
credit	793	51319	374	1642	343	246	143	1954	129	13	0
creep	794	699	8	41	11	9	11	13	3	0	0
crew	795	5678	137	258	67	44	53	135	29	14	0
cricket	796	17456	3	25	26	21	164	836	25	91	0
cricketer	797	4699	1	2	3	0	17	308	0	11	0
crime	798	19629	900	2129	353	481	142	358	360	126	0
crisis	799	21399	1601	3261	436	599	290	646	177	64	0
criterion	800	52120	104	1635	189	48	39	2312	17	5	0
critical	801	22303	369	1858	272	378	273	389	174	50	0
crocodile	802	578	11	40	15	12	18	21	48	0	0
crucial	803	10603	193	445	141	183	100	242	66	16	0
cruel	804	639	94	42	16	10	16	24	11	1	0
crystal	805	6147	59	63	21	8	7	41	8	0	0
cube	806	728	23	14	1	4	0	7	10	0	0
cult	807	690	14	344	15	19	4	14	8	0	0
cultural	808	10453	824	894	105	230	155	387	119	101	0
culture	809	19262	485	1664	236	376	182	603	162	118	0
cup	810	10999	230	965	449	215	243	279	162	6	0
curious	811	1162	9	89	31	19	16	23	8	0	0
current	812	482904	3034	11910	1210	781	426	19570	437	132	3
currently	813	53566	1424	2681	617	629	371	1684	451	109	2
curriculum	814	2593	12	250	130	79	33	78	114	10	0
custom	815	6812	909	288	40	73	35	114	44	49	0
customer	816	87232	547	3016	590	343	218	2241	271	9	0
cut	817	38560	1067	1617	585	296	216	496	311	46	1
cutting	818	4379	12	45	22	12	8	30	19	0	0
cyber	819	6991	123	171	28	37	27	103	38	0	0
cycle	820	13933	172	283	86	78	37	196	48	8	0
cycling	821	1793	31	7	21	23	5	26	5	0	0
da	822	782	1	16	5	53	2	2	2	0	0
dad	823	2124	8	159	41	7	11	47	23	4	0
daily	824	181768	14497	5893	1312	249	145	8674	281	67	0
dairy	825	5731	488	84	102	35	62	176	63	0	0
dal	826	1467	1	1	0	1	0	0	0	0	0
damage	827	22521	960	953	221	227	138	501	210	60	0
dance	828	9215	32	485	69	93	80	177	96	0	0
danger	829	4460	175	698	106	120	84	132	106	16	0
dangerous	830	5027	359	622	125	136	75	100	80	29	0
dark	831	5200	118	208	71	64	51	92	79	7	0
data	832	20932	38	214	47	38	15	126	15	3	0
database	833	9905	71	170	53	29	19	66	6	1	0
date	834	406729	7583	5713	1375	456	348	11614	359	59	4
daughter	835	16601	138	1015	241	209	77	177	169	27	0
dawn	836	1221	60	189	56	38	27	54	25	4	0
day	837	885502	53370	25094	6161	2387	1572	28055	1998	593	1
de	838	22415	299	391	69	99	64	268	26	8	2
dead	839	12526	622	1567	339	242	103	221	336	224	0
deal	840	49558	5651	2611	945	728	624	832	451	179	1
dear	841	7219	47	481	46	45	29	40	70	2	0
death	842	46884	1910	4122	882	641	489	1070	662	210	0
decade	843	21019	777	990	316	289	201	744	150	62	0
december	844	1227	12	44	9	34	8	72	1	0	0
decent	845	2434	22	221	45	64	47	52	39	3	0
decide	846	47864	811	2386	507	422	289	987	375	78	1
decision	847	66307	2080	3901	973	947	588	1626	609	184	0
deck	848	2405	30	174	16	22	20	28	8	1	0
declare	849	22542	760	2806	433	429	172	462	229	43	1
decline	850	110578	3433	4055	831	247	203	6426	206	37	0
deep	851	18212	432	872	224	186	118	299	144	45	0
deeply	852	4164	166	295	87	76	29	134	38	18	0
defeat	853	9539	761	1316	342	241	153	393	180	54	0
defect	854	3972	46	327	57	31	11	40	27	0	0
defendant	855	12492	77	2270	34	182	22	47	31	1	0
deferral	856	711	1	2	0	0	1	1	2	0	0
deficit	857	14397	193	822	121	120	104	794	54	19	0
definitely	858	6682	178	480	82	69	55	122	63	9	0
deflect	859	699	27	26	24	1	3	9	3	0	0
delete	860	3113	22	74	28	8	4	24	24	0	0
delhi	861	1123	0	1	0	0	0	1	1	0	0
deliberately	862	1426	69	292	42	44	46	26	27	4	0
deliver	863	59978	882	3189	528	505	280	848	359	67	0
delivery	864	47992	277	1332	209	295	159	281	183	22	0
delta	865	1115	4	282	8	25	6	1	3	0	0
demand	866	76320	1597	3433	806	716	481	1127	564	202	2
demo	867	693	6	12	13	7	12	8	3	1	0
demonstrate	868	13672	279	831	142	230	106	280	81	23	1
den	869	808	5	60	6	9	1	8	3	0	0
denial	870	1904	52	216	25	35	26	24	10	5	0
depart	871	2399	98	250	48	39	27	57	25	7	0
department	872	54021	352	622	201	386	153	348	170	110	1
dependent	873	5321	106	214	53	72	43	93	32	8	0
depth	874	9743	138	186	48	35	33	130	38	3	0
deputy	875	23623	2147	3295	836	687	232	1116	398	318	2
des	876	3459	2	5	2	11	0	5	4	0	0
deserve	877	4974	75	855	152	154	90	79	92	15	0
design	878	67849	692	1533	253	258	159	862	295	31	0
designer	879	6004	29	164	25	40	36	71	54	3	0
desire	880	9640	160	1168	167	189	96	187	114	17	1
desperate	881	1571	84	363	62	72	63	30	36	2	0
desperately	882	875	42	62	17	20	15	21	17	3	0
despite	883	30063	1594	2618	776	576	366	1014	387	90	0
destination	884	12292	315	487	135	107	73	456	89	4	1
destiny	885	745	28	200	27	32	31	27	11	5	0
destruction	886	2225	264	644	76	63	61	115	47	32	0
detailed	887	12519	109	165	38	55	27	93	29	11	0
detainee	888	635	154	78	14	69	4	24	11	43	0
determine	889	51217	427	1255	303	252	150	260	174	30	2
determined	890	3923	179	419	59	77	26	66	21	11	0
detrimental	891	868	30	56	7	9	14	49	4	0	0
devastate	892	657	42	78	24	14	7	22	13	5	0
devastating	893	1619	142	202	38	47	37	60	20	5	0
developer	894	16841	83	244	84	44	23	407	77	1	1
development	895	116565	3759	10179	1085	2550	1086	4922	752	288	6
deviation	896	11329	669	280	82	6	2	453	1	0	0
device	897	203847	352	454	123	81	65	233	57	48	0
dg	898	687	1	152	0	15	0	4	0	1	0
di	899	1755	19	27	1	1	1	2	0	0	0
diabete	900	2048	24	78	22	15	13	21	10	0	0
dial	901	4909	11	12	8	9	1	190	2	0	0
die	902	30841	806	2926	658	529	406	538	544	87	0
diesel	903	9040	190	157	97	75	53	58	55	7	0
differ	904	2487	35	130	39	25	19	42	29	2	0
difference	905	19183	497	1010	217	203	143	389	119	45	0
different	906	72493	1798	3529	656	697	492	1002	743	212	1
differently	907	2711	35	141	37	30	28	68	41	3	0
difficult	908	19751	510	1572	369	332	258	349	227	37	0
digit	909	5848	55	157	22	21	15	71	10	0	0
dinner	910	3143	39	135	55	33	16	127	45	2	0
diplomacy	911	1090	315	98	26	48	9	56	12	8	0
dire	912	1396	118	216	36	58	56	39	25	3	0
direct	913	56236	821	2925	466	422	232	849	294	85	0
direction	914	39773	249	843	176	171	100	319	101	17	0
directly	915	17714	301	668	176	184	110	364	102	15	0
director	916	216339	3100	10220	1850	1266	492	18548	820	170	0
directorate	917	3064	12	63	41	26	2	131	35	51	0
disable	918	925	27	12	6	3	4	8	18	1	0
disappointed	919	898	27	76	14	18	20	24	17	0	0
disaster	920	8793	276	534	171	156	115	364	92	18	0
discipline	921	5061	48	556	105	127	75	246	91	6	0
disclosure	922	70338	31	436	56	83	23	304	8	1	0
disconnect	923	1501	28	86	15	20	4	18	12	1	0
discount	924	74606	6672	1563	575	38	16	3586	24	0	0
discourage	925	1202	27	347	47	57	32	59	43	5	0
discussion	926	18953	419	806	180	248	113	974	117	72	0
disease	927	40537	784	2094	544	404	285	478	416	75	0
dismissal	928	3435	39	111	38	37	32	23	30	9	0
disparity	929	1266	14	85	23	18	6	30	10	0	0
dispense	930	2675	4	136	12	14	5	19	11	0	0
display	931	61796	419	713	144	118	52	286	99	17	0
dispose	932	21449	10	119	28	21	30	76	32	0	0
disproportionately	933	639	19	11	6	9	10	15	4	1	0
dispute	934	11819	500	668	298	182	114	170	139	28	1
disruptive	935	1613	21	61	12	12	9	27	7	0	0
dissolve	936	2451	50	305	47	17	7	141	17	0	0
dist	937	2700	0	0	0	1	0	348	0	0	0
distinct	938	2803	29	73	14	17	10	43	10	0	0
distinction	939	1871	24	106	14	33	14	77	10	7	0
distressed	940	891	5	44	18	3	8	17	9	1	0
distribution	941	38262	285	1330	195	223	104	1146	99	57	0
district	942	109742	753	1215	166	648	278	1311	1990	1296	0
disturbing	943	600	18	110	13	23	17	15	8	4	0
dive	944	1223	15	39	20	4	4	26	4	0	0
diverse	945	7342	99	341	35	65	31	311	31	5	0
diversification	946	1365	4	357	6	48	11	51	6	1	0
diversity	947	5761	73	207	47	92	46	140	24	2	0
dividend	948	345717	13070	9724	2982	88	41	21689	25	0	0
diving	949	696	15	20	7	3	2	65	3	0	0
division	950	27255	242	737	176	155	80	602	166	15	0
diwali	951	2511	1	0	0	0	0	3	0	0	0
dla	952	2105	0	0	0	0	0	0	0	0	0
do	953	383874	7673	41902	7578	6824	5342	7072	6174	777	0
doc	954	3405	9	11	4	2	1	1	0	0	0
doctor	955	28074	300	2635	557	277	240	438	411	53	0
documentary	956	2387	218	97	18	28	14	35	12	3	0
doe	957	919	6	2	7	9	0	2	3	0	0
dog	958	8393	49	290	104	60	77	126	80	0	0
dollar	959	15577	1184	1481	207	460	452	496	78	72	1
domestic	960	27997	1561	1407	273	411	295	696	207	50	0
dominant	961	2290	57	134	62	27	22	67	27	4	0
don	962	1695	8	37	32	13	6	14	17	0	0
door	963	20622	303	827	229	202	136	236	153	28	1
dose	964	10822	119	193	45	35	35	89	17	0	0
dot	965	3880	11	56	10	10	20	27	9	0	0
double	966	32217	414	946	307	204	115	623	151	19	0
doubt	967	7059	265	1309	199	198	132	267	120	25	0
down	968	768064	5472	24342	2949	923	683	44783	817	116	0
downstream	969	3301	62	238	4	36	25	15	10	1	0
drastically	970	1428	49	137	23	23	12	35	19	2	0
dream	971	10020	134	857	231	185	185	255	145	25	0
dress	972	6845	34	325	79	76	67	99	118	2	0
drilling	973	5007	460	113	11	16	14	16	10	4	0
drink	974	10188	164	531	188	97	109	212	108	11	0
drive	975	79939	629	2778	649	613	391	1037	536	45	0
driver	976	30286	171	1411	410	257	170	540	388	45	0
driving	977	7817	24	119	39	25	15	54	59	10	0
drop	978	68322	4593	2294	805	305	167	2945	275	29	1
drought	979	3602	89	73	160	221	264	125	50	15	0
drug	980	42054	861	1819	420	299	158	623	303	143	0
dry	981	17048	194	426	172	110	98	229	186	30	0
du	982	4333	20	74	5	20	0	48	1	1	2
dual	983	8356	59	143	25	19	14	116	10	8	0
due	984	101840	2206	5441	1081	937	767	4783	633	234	1
dumping	985	1123	5	47	9	12	1	16	9	0	0
durable	986	2869	30	52	8	10	5	60	8	12	0
duty	987	24078	304	2363	356	367	311	584	240	50	0
